"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.MKTP.CD","ВВП (в текущих долларах США)","ВВП по покупательским ценам представляет собой валовую добавленную стоимость, произведенную всеми резидентами экономики, плюс любые налоги и минус любые субсидии, не включенные в стоимость продуктов. Данный показатель рассчитывается без вычетов на амортизацию произведенных активов или истощения и ухудшения природных ресурсов. Данные приводятся в текущих долларах США. Данные по ВВП в долларах пересчитываются из национальных валют с использованием официальных обменных курсов за единый год. В случае нескольких стран, официальный обменный курс которых не отражает курс, по которым совершаются фактические валютные операции, используется альтернативный коэффициент пересчета. ","Данные по национальным счетам Всемирного банка; и файлы данных по национальным счетам ОЭСР.",
