Date,Close
1995-12-31,145022.0
1996-12-31,157777.0
1997-12-31,158878.0
1998-12-31,132459.0
1999-12-31,115088.0
2000-12-31,141351.0
2001-12-31,147870.0
2002-12-31,160486.0
2003-12-31,202274.0
2004-12-31,272105.0
2005-12-31,363863.0
2006-12-31,460668.0
2007-12-31,569614.0
2008-12-31,754971.0
2009-12-31,481079.0
2010-12-31,638354.0
2011-12-31,833964.0
2012-12-31,863205.0
2013-12-31,863104.0
2014-12-31,804681.0
2015-12-31,534440.0
2016-12-31,473203.0
2017-12-31,591672.0
2018-12-31,691690.0
2019-12-31,666558.0
