Date,Close
1996-12-31,11115.824823
1997-12-31,21069.136719805458
1998-12-31,8659.285798026825
1999-12-31,16709.83302474017
2000-12-31,22265.231864749807
2001-12-31,19991.237125777257
2002-12-31,17849.003683208357
2003-12-31,23904.833916834683
2004-12-31,39174.93963450048
2005-12-31,44739.635709766575
2006-12-31,52914.775094339915
2007-12-31,64391.26851545957
2008-12-31,68927.31287574804
2009-12-31,50590.862962751686
2010-12-31,51201.64725177416
2011-12-31,59977.23666036461
2012-12-31,63407.495208092085
2013-12-31,71728.80509421506
2014-12-31,78457.63234562449
2015-12-31,81780.0855367618
2016-12-31,100589.8850056444
2017-12-31,114153.12633159527
2018-12-31,119878.17401815516
2019-12-31,130380.66623040437
2020-12-31,
