Date,Close
1996-12-25,375958.1
1997-12-25,408797.3
1998-12-25,407086.3
1999-12-25,670438.8
2000-12-25,1165234.2
2001-12-25,1504712.1
2002-12-25,1762407.3
2003-12-25,2186365.2
2004-12-25,2865013.9
2005-12-25,3611109.0
2006-12-25,4730022.9
2007-12-25,6716222.4
2008-12-25,8781616.4
2009-12-25,7976012.8
2010-12-25,9152096.0
2011-12-25,11035652.0
2012-12-25,12586090.4
2013-12-25,13450238.2
2014-12-25,13902645.3
2015-12-25,13897187.7
2016-12-25,14748846.9
2017-12-25,16027302.0
2018-12-25,17595028.0
2019-12-25,19319000.0
