Date,Close
1996-12-31,805.3750000000001
1997-12-31,868.8792818757693
1998-12-31,541.2169751428432
1999-12-31,565.4314805541646
2000-12-31,670.5804736252071
2001-12-31,823.9211552298244
2002-12-31,963.0906155926879
2003-12-31,1073.160754981593
2004-12-31,1191.3146562995762
2005-12-31,1344.846103470858
2006-12-31,1548.355467116552
2007-12-31,1743.874302360053
2008-12-31,1961.4045467992626
2009-12-31,1966.73464407725
2010-12-31,2039.237553196944
2011-12-31,2146.6186420200556
2012-12-31,2281.865641819217
2013-12-31,2407.0510004977864
2014-12-31,2340.126321124363
2015-12-31,2160.418545760975
2016-12-31,2214.330199292832
2017-12-31,2301.671527010183
2018-12-31,2449.181375589767
2019-12-31,2595.1997854652723
