Date,Open,High,Low,Close
1990-05-23,1833.660034,1833.660034,1833.660034,1833.660034
1990-05-25,1826.9899899999998,1826.9899899999998,1826.9899899999998,1826.9899899999998
1990-05-28,1823.219971,1823.219971,1823.219971,1823.219971
1990-05-29,1851.949951,1851.949951,1851.949951,1851.949951
1990-05-30,1843.319946,1843.319946,1843.319946,1843.319946
1990-05-31,1836.689941,1836.689941,1836.689941,1836.689941
1990-06-01,1850.2399899999998,1850.2399899999998,1850.2399899999998,1850.2399899999998
1990-06-05,1880.630005,1880.630005,1880.630005,1880.630005
1990-06-06,1857.949951,1857.949951,1857.949951,1857.949951
1990-06-07,1846.140015,1846.140015,1846.140015,1846.140015
1990-06-08,1826.560059,1826.560059,1826.560059,1826.560059
1990-06-11,1809.709961,1809.709961,1809.709961,1809.709961
1990-06-12,1812.3499760000002,1812.3499760000002,1812.3499760000002,1812.3499760000002
1990-06-13,1792.25,1792.25,1792.25,1792.25
1990-06-15,1787.280029,1787.280029,1787.280029,1787.280029
1990-06-18,1804.380005,1804.380005,1804.380005,1804.380005
1990-06-19,1821.339966,1821.339966,1821.339966,1821.339966
1990-06-20,1853.0999760000002,1853.0999760000002,1853.0999760000002,1853.0999760000002
1990-06-21,1863.550049,1863.550049,1863.550049,1863.550049
1990-06-22,1874.060059,1874.060059,1874.060059,1874.060059
1990-06-25,1881.880005,1881.880005,1881.880005,1881.880005
1990-06-26,1887.880005,1887.880005,1887.880005,1887.880005
1990-06-27,1887.300049,1887.300049,1887.300049,1887.300049
1990-06-28,1911.0799559999998,1911.0799559999998,1911.0799559999998,1911.0799559999998
1990-06-29,1884.6700440000002,1884.6700440000002,1884.6700440000002,1884.6700440000002
1990-07-02,1911.339966,1911.339966,1911.339966,1911.339966
1990-07-03,1911.2600100000002,1911.2600100000002,1911.2600100000002,1911.2600100000002
1990-07-04,1927.189941,1927.189941,1927.189941,1927.189941
1990-07-05,1927.069946,1927.069946,1927.069946,1927.069946
1990-07-06,1924.0999760000002,1924.0999760000002,1924.0999760000002,1924.0999760000002
1990-07-09,1927.280029,1927.280029,1927.280029,1927.280029
1990-07-10,1904.02002,1904.02002,1904.02002,1904.02002
1990-07-11,1902.359985,1902.359985,1902.359985,1902.359985
1990-07-12,1929.2399899999998,1929.2399899999998,1929.2399899999998,1929.2399899999998
1990-07-13,1931.8499760000002,1931.8499760000002,1931.8499760000002,1931.8499760000002
1990-07-16,1932.430054,1932.430054,1932.430054,1932.430054
1990-07-17,1929.060059,1929.060059,1929.060059,1929.060059
1990-07-18,1962.069946,1962.069946,1962.069946,1962.069946
1990-07-19,1962.219971,1962.219971,1962.219971,1962.219971
1990-07-20,1950.160034,1950.160034,1950.160034,1950.160034
1990-07-23,1939.819946,1939.819946,1939.819946,1939.819946
1990-07-24,1922.6700440000002,1922.6700440000002,1922.6700440000002,1922.6700440000002
1990-07-25,1924.339966,1924.339966,1924.339966,1924.339966
1990-07-26,1930.569946,1930.569946,1930.569946,1930.569946
1990-07-27,1920.25,1920.25,1920.25,1920.25
1990-07-30,1909.199951,1909.199951,1909.199951,1909.199951
1990-07-31,1922.9200440000002,1922.9200440000002,1922.9200440000002,1922.9200440000002
1990-08-01,1903.97998,1903.97998,1903.97998,1903.97998
1990-08-02,1870.890015,1870.890015,1870.890015,1870.890015
1990-08-03,1848.5,1848.5,1848.5,1848.5
1990-08-06,1759.589966,1759.589966,1759.589966,1759.589966
1990-08-07,1786.040039,1786.040039,1786.040039,1786.040039
1990-08-08,1733.569946,1733.569946,1733.569946,1733.569946
1990-08-09,1751.5100100000002,1751.5100100000002,1751.5100100000002,1751.5100100000002
1990-08-10,1752.47998,1752.47998,1752.47998,1752.47998
1990-08-13,1721.540039,1721.540039,1721.540039,1721.540039
1990-08-14,1714.530029,1714.530029,1714.530029,1714.530029
1990-08-15,1737.52002,1737.52002,1737.52002,1737.52002
1990-08-16,1739.5799559999998,1739.5799559999998,1739.5799559999998,1739.5799559999998
1990-08-17,1677.890015,1677.890015,1677.890015,1677.890015
1990-08-20,1645.380005,1645.380005,1645.380005,1645.380005
1990-08-21,1584.98999,1584.98999,1584.98999,1584.98999
1990-08-22,1568.180054,1568.180054,1568.180054,1568.180054
1990-08-23,1532.290039,1532.290039,1532.290039,1532.290039
1990-08-24,1545.76001,1545.76001,1545.76001,1545.76001
1990-08-27,1633.609985,1633.609985,1633.609985,1633.609985
1990-08-28,1623.060059,1623.060059,1623.060059,1623.060059
1990-08-29,1626.189941,1626.189941,1626.189941,1626.189941
1990-08-30,1653.550049,1653.550049,1653.550049,1653.550049
1990-08-31,1622.01001,1622.01001,1622.01001,1622.01001
1990-09-03,1620.150024,1620.150024,1620.150024,1620.150024
1990-09-04,1605.680054,1605.680054,1605.680054,1605.680054
1990-09-05,1581.660034,1581.660034,1581.660034,1581.660034
1990-09-06,1555.939941,1555.939941,1555.939941,1555.939941
1990-09-07,1559.670044,1559.670044,1559.670044,1559.670044
1990-09-10,1603.420044,1603.420044,1603.420044,1603.420044
1990-09-11,1578.98999,1578.98999,1578.98999,1578.98999
1990-09-12,1599.349976,1599.349976,1599.349976,1599.349976
1990-09-13,1581.26001,1581.26001,1581.26001,1581.26001
1990-09-14,1561.800049,1561.800049,1561.800049,1561.800049
1990-09-17,1527.319946,1527.319946,1527.319946,1527.319946
1990-09-18,1509.890015,1509.890015,1509.890015,1509.890015
1990-09-19,1479.400024,1479.400024,1479.400024,1479.400024
1990-09-20,1465.77002,1465.77002,1465.77002,1465.77002
1990-09-21,1430.469971,1430.469971,1430.469971,1430.469971
1990-09-24,1426.310059,1426.310059,1426.310059,1426.310059
1990-09-25,1367.900024,1367.900024,1367.900024,1367.900024
1990-09-26,1377.089966,1377.089966,1377.089966,1377.089966
1990-09-27,1399.5,1399.5,1399.5,1399.5
1990-09-28,1327.97998,1327.97998,1327.97998,1327.97998
1990-10-01,1405.670044,1405.670044,1405.670044,1405.670044
1990-10-02,1448.449951,1448.449951,1448.449951,1448.449951
1990-10-04,1413.380005,1413.380005,1413.380005,1413.380005
1990-10-05,1402.550049,1402.550049,1402.550049,1402.550049
1990-10-08,1458.069946,1458.069946,1458.069946,1458.069946
1990-10-09,1445.939941,1445.939941,1445.939941,1445.939941
1990-10-10,1406.02002,1406.02002,1406.02002,1406.02002
1990-10-11,1425.640015,1425.640015,1425.640015,1425.640015
1990-10-12,1461.900024,1461.900024,1461.900024,1461.900024
1990-10-15,1472.72998,1472.72998,1472.72998,1472.72998
1990-10-16,1462.709961,1462.709961,1462.709961,1462.709961
1990-10-17,1441.310059,1441.310059,1441.310059,1441.310059
1990-10-18,1468.540039,1468.540039,1468.540039,1468.540039
1990-10-19,1484.089966,1484.089966,1484.089966,1484.089966
1990-10-22,1474.160034,1474.160034,1474.160034,1474.160034
1990-10-23,1488.339966,1488.339966,1488.339966,1488.339966
1990-10-24,1523.170044,1523.170044,1523.170044,1523.170044
1990-10-25,1498.51001,1498.51001,1498.51001,1498.51001
1990-10-26,1463.119995,1463.119995,1463.119995,1463.119995
1990-10-29,1453.180054,1453.180054,1453.180054,1453.180054
1990-10-30,1439.719971,1439.719971,1439.719971,1439.719971
1990-10-31,1434.5,1434.5,1434.5,1434.5
1990-11-01,1421.22998,1421.22998,1421.22998,1421.22998
1990-11-02,1420.050049,1420.050049,1420.050049,1420.050049
1990-11-05,1422.829956,1422.829956,1422.829956,1422.829956
1990-11-06,1404.76001,1404.76001,1404.76001,1404.76001
1990-11-07,1370.5,1370.5,1370.5,1370.5
1990-11-08,1359.180054,1359.180054,1359.180054,1359.180054
1990-11-09,1384.119995,1384.119995,1384.119995,1384.119995
1990-11-12,1409.819946,1409.819946,1409.819946,1409.819946
1990-11-13,1421.810059,1421.810059,1421.810059,1421.810059
1990-11-14,1402.300049,1402.300049,1402.300049,1402.300049
1990-11-15,1417.47998,1417.47998,1417.47998,1417.47998
1990-11-16,1430.199951,1430.199951,1430.199951,1430.199951
1990-11-19,1462.810059,1462.810059,1462.810059,1462.810059
1990-11-20,1459.869995,1459.869995,1459.869995,1459.869995
1990-11-22,1496.050049,1496.050049,1496.050049,1496.050049
1990-11-23,1477.040039,1477.040039,1477.040039,1477.040039
1990-11-26,1458.280029,1458.280029,1458.280029,1458.280029
1990-11-27,1434.369995,1434.369995,1434.369995,1434.369995
1990-11-28,1425.670044,1425.670044,1425.670044,1425.670044
1990-11-29,1424.410034,1424.410034,1424.410034,1424.410034
1990-11-30,1436.569946,1436.569946,1436.569946,1436.569946
1990-12-03,1466.400024,1466.400024,1466.400024,1466.400024
1990-12-04,1442.699951,1442.699951,1442.699951,1442.699951
1990-12-05,1459.900024,1459.900024,1459.900024,1459.900024
1990-12-06,1493.060059,1493.060059,1493.060059,1493.060059
1990-12-07,1510.97998,1510.97998,1510.97998,1510.97998
1990-12-10,1514.599976,1514.599976,1514.599976,1514.599976
1990-12-11,1487.680054,1487.680054,1487.680054,1487.680054
1990-12-12,1518.579956,1518.579956,1518.579956,1518.579956
1990-12-13,1527.359985,1527.359985,1527.359985,1527.359985
1990-12-14,1513.25,1513.25,1513.25,1513.25
1990-12-17,1491.130005,1491.130005,1491.130005,1491.130005
1990-12-18,1480.319946,1480.319946,1480.319946,1480.319946
1990-12-19,1460.97998,1460.97998,1460.97998,1460.97998
1990-12-20,1417.959961,1417.959961,1417.959961,1417.959961
1990-12-21,1421.22998,1421.22998,1421.22998,1421.22998
1990-12-27,1413.319946,1413.319946,1413.319946,1413.319946
1990-12-28,1389.349976,1389.349976,1389.349976,1389.349976
1991-01-02,1359.430054,1359.430054,1359.430054,1359.430054
1991-01-03,1370.060059,1370.060059,1370.060059,1370.060059
1991-01-04,1390.079956,1390.079956,1390.079956,1390.079956
1991-01-07,1356.47998,1356.47998,1356.47998,1356.47998
1991-01-08,1351.209961,1351.209961,1351.209961,1351.209961
1991-01-09,1367.719971,1367.719971,1367.719971,1367.719971
1991-01-10,1376.76001,1376.76001,1376.76001,1376.76001
1991-01-11,1377.48999,1377.48999,1377.48999,1377.48999
1991-01-14,1345.26001,1345.26001,1345.26001,1345.26001
1991-01-15,1317.170044,1317.170044,1317.170044,1317.170044
1991-01-16,1324.939941,1324.939941,1324.939941,1324.939941
1991-01-17,1404.349976,1404.349976,1404.349976,1404.349976
1991-01-18,1401.650024,1401.650024,1401.650024,1401.650024
1991-01-21,1393.02002,1393.02002,1393.02002,1393.02002
1991-01-22,1373.910034,1373.910034,1373.910034,1373.910034
1991-01-23,1365.469971,1365.469971,1365.469971,1365.469971
1991-01-24,1379.569946,1379.569946,1379.569946,1379.569946
1991-01-25,1381.300049,1381.300049,1381.300049,1381.300049
1991-01-28,1378.5,1378.5,1378.5,1378.5
1991-01-29,1388.390015,1388.390015,1388.390015,1388.390015
1991-01-30,1395.540039,1395.540039,1395.540039,1395.540039
1991-01-31,1421.160034,1421.160034,1421.160034,1421.160034
1991-02-01,1417.52002,1417.52002,1417.52002,1417.52002
1991-02-04,1446.22998,1446.22998,1446.22998,1446.22998
1991-02-05,1442.72998,1442.72998,1442.72998,1442.72998
1991-02-06,1425.219971,1425.219971,1425.219971,1425.219971
1991-02-07,1442.829956,1442.829956,1442.829956,1442.829956
1991-02-08,1449.069946,1449.069946,1449.069946,1449.069946
1991-02-11,1493.180054,1493.180054,1493.180054,1493.180054
1991-02-12,1470.01001,1470.01001,1470.01001,1470.01001
1991-02-13,1482.869995,1482.869995,1482.869995,1482.869995
1991-02-14,1497.290039,1497.290039,1497.290039,1497.290039
1991-02-15,1500.619995,1500.619995,1500.619995,1500.619995
1991-02-18,1557.869995,1557.869995,1557.869995,1557.869995
1991-02-19,1588.560059,1588.560059,1588.560059,1588.560059
1991-02-20,1567.26001,1567.26001,1567.26001,1567.26001
1991-02-21,1569.540039,1569.540039,1569.540039,1569.540039
1991-02-22,1574.77002,1574.77002,1574.77002,1574.77002
1991-02-25,1606.060059,1606.060059,1606.060059,1606.060059
1991-02-26,1564.790039,1564.790039,1564.790039,1564.790039
1991-02-27,1553.98999,1553.98999,1553.98999,1553.98999
1991-02-28,1564.449951,1564.449951,1564.449951,1564.449951
1991-03-01,1521.300049,1521.300049,1521.300049,1521.300049
1991-03-04,1529.310059,1529.310059,1529.310059,1529.310059
1991-03-05,1546.609985,1546.609985,1546.609985,1546.609985
1991-03-06,1584.150024,1584.150024,1584.150024,1584.150024
1991-03-07,1586.689941,1586.689941,1586.689941,1586.689941
1991-03-08,1604.670044,1604.670044,1604.670044,1604.670044
1991-03-11,1575.689941,1575.689941,1575.689941,1575.689941
1991-03-12,1568.469971,1568.469971,1568.469971,1568.469971
1991-03-13,1558.75,1558.75,1558.75,1558.75
1991-03-14,1563.640015,1563.640015,1563.640015,1563.640015
1991-03-15,1572.209961,1572.209961,1572.209961,1572.209961
1991-03-18,1558.22998,1558.22998,1558.22998,1558.22998
1991-03-19,1542.849976,1542.849976,1542.849976,1542.849976
1991-03-20,1530.689941,1530.689941,1530.689941,1530.689941
1991-03-21,1527.540039,1527.540039,1527.540039,1527.540039
1991-03-22,1507.640015,1507.640015,1507.640015,1507.640015
1991-03-25,1508.810059,1508.810059,1508.810059,1508.810059
1991-03-26,1499.26001,1499.26001,1499.26001,1499.26001
1991-03-27,1514.859985,1514.859985,1514.859985,1514.859985
1991-03-28,1515.319946,1515.319946,1515.319946,1515.319946
1991-04-02,1541.839966,1541.839966,1541.839966,1541.839966
1991-04-03,1572.439941,1572.439941,1572.439941,1572.439941
1991-04-04,1568.400024,1568.400024,1568.400024,1568.400024
1991-04-05,1576.170044,1576.170044,1576.170044,1576.170044
1991-04-08,1576.369995,1576.369995,1576.369995,1576.369995
1991-04-09,1588.449951,1588.449951,1588.449951,1588.449951
1991-04-10,1560.530029,1560.530029,1560.530029,1560.530029
1991-04-11,1566.52002,1566.52002,1566.52002,1566.52002
1991-04-12,1577.650024,1577.650024,1577.650024,1577.650024
1991-04-15,1600.5,1600.5,1600.5,1600.5
1991-04-16,1602.5,1602.5,1602.5,1602.5
1991-04-17,1616.920044,1616.920044,1616.920044,1616.920044
1991-04-18,1614.160034,1614.160034,1614.160034,1614.160034
1991-04-19,1599.829956,1599.829956,1599.829956,1599.829956
1991-04-22,1577.050049,1577.050049,1577.050049,1577.050049
1991-04-23,1593.619995,1593.619995,1593.619995,1593.619995
1991-04-24,1599.410034,1599.410034,1599.410034,1599.410034
1991-04-25,1625.869995,1625.869995,1625.869995,1625.869995
1991-04-26,1620.52002,1620.52002,1620.52002,1620.52002
1991-04-29,1633.849976,1633.849976,1633.849976,1633.849976
1991-04-30,1606.869995,1606.869995,1606.869995,1606.869995
1991-05-02,1631.160034,1631.160034,1631.160034,1631.160034
1991-05-03,1633.130005,1633.130005,1633.130005,1633.130005
1991-05-06,1625.859985,1625.859985,1625.859985,1625.859985
1991-05-07,1628.98999,1628.98999,1628.98999,1628.98999
1991-05-08,1608.77002,1608.77002,1608.77002,1608.77002
1991-05-10,1620.390015,1620.390015,1620.390015,1620.390015
1991-05-13,1607.280029,1607.280029,1607.280029,1607.280029
1991-05-14,1598.069946,1598.069946,1598.069946,1598.069946
1991-05-15,1587.77002,1587.77002,1587.77002,1587.77002
1991-05-16,1592.319946,1592.319946,1592.319946,1592.319946
1991-05-17,1602.589966,1602.589966,1602.589966,1602.589966
1991-05-21,1612.47998,1612.47998,1612.47998,1612.47998
1991-05-22,1640.72998,1640.72998,1640.72998,1640.72998
1991-05-23,1641.209961,1641.209961,1641.209961,1641.209961
1991-05-24,1662.290039,1662.290039,1662.290039,1662.290039
1991-05-27,1677.339966,1677.339966,1677.339966,1677.339966
1991-05-28,1675.280029,1675.280029,1675.280029,1675.280029
1991-05-29,1686.4200440000002,1686.4200440000002,1686.4200440000002,1686.4200440000002
1991-05-31,1707.959961,1707.959961,1707.959961,1707.959961
1991-06-03,1704.189941,1704.189941,1704.189941,1704.189941
1991-06-04,1689.300049,1689.300049,1689.300049,1689.300049
1991-06-05,1705.7399899999998,1705.7399899999998,1705.7399899999998,1705.7399899999998
1991-06-06,1708.699951,1708.699951,1708.699951,1708.699951
1991-06-07,1708.359985,1708.359985,1708.359985,1708.359985
1991-06-10,1698.0799559999998,1698.0799559999998,1698.0799559999998,1698.0799559999998
1991-06-11,1713.300049,1713.300049,1713.300049,1713.300049
1991-06-12,1699.280029,1699.280029,1699.280029,1699.280029
1991-06-13,1688.8499760000002,1688.8499760000002,1688.8499760000002,1688.8499760000002
1991-06-14,1702.880005,1702.880005,1702.880005,1702.880005
1991-06-17,1714.219971,1714.219971,1714.219971,1714.219971
1991-06-18,1694.0,1694.0,1694.0,1694.0
1991-06-19,1687.699951,1687.699951,1687.699951,1687.699951
1991-06-20,1689.719971,1689.719971,1689.719971,1689.719971
1991-06-21,1706.7600100000002,1706.7600100000002,1706.7600100000002,1706.7600100000002
1991-06-24,1690.680054,1690.680054,1690.680054,1690.680054
1991-06-25,1691.469971,1691.469971,1691.469971,1691.469971
1991-06-26,1677.579956,1677.579956,1677.579956,1677.579956
1991-06-27,1668.609985,1668.609985,1668.609985,1668.609985
1991-06-28,1623.72998,1623.72998,1623.72998,1623.72998
1991-07-01,1628.75,1628.75,1628.75,1628.75
1991-07-02,1613.630005,1613.630005,1613.630005,1613.630005
1991-07-03,1606.51001,1606.51001,1606.51001,1606.51001
1991-07-04,1621.040039,1621.040039,1621.040039,1621.040039
1991-07-05,1618.160034,1618.160034,1618.160034,1618.160034
1991-07-08,1610.609985,1610.609985,1610.609985,1610.609985
1991-07-09,1630.75,1630.75,1630.75,1630.75
1991-07-10,1640.170044,1640.170044,1640.170044,1640.170044
1991-07-11,1635.469971,1635.469971,1635.469971,1635.469971
1991-07-12,1645.890015,1645.890015,1645.890015,1645.890015
1991-07-15,1647.839966,1647.839966,1647.839966,1647.839966
1991-07-16,1638.349976,1638.349976,1638.349976,1638.349976
1991-07-17,1629.930054,1629.930054,1629.930054,1629.930054
1991-07-18,1621.48999,1621.48999,1621.48999,1621.48999
1991-07-19,1624.73999,1624.73999,1624.73999,1624.73999
1991-07-22,1627.630005,1627.630005,1627.630005,1627.630005
1991-07-23,1631.98999,1631.98999,1631.98999,1631.98999
1991-07-24,1621.180054,1621.180054,1621.180054,1621.180054
1991-07-25,1613.420044,1613.420044,1613.420044,1613.420044
1991-07-26,1604.949951,1604.949951,1604.949951,1604.949951
1991-07-29,1605.75,1605.75,1605.75,1605.75
1991-07-30,1616.670044,1616.670044,1616.670044,1616.670044
1991-07-31,1619.290039,1619.290039,1619.290039,1619.290039
1991-08-01,1620.48999,1620.48999,1620.48999,1620.48999
1991-08-02,1619.670044,1619.670044,1619.670044,1619.670044
1991-08-05,1623.069946,1623.069946,1623.069946,1623.069946
1991-08-06,1613.97998,1613.97998,1613.97998,1613.97998
1991-08-07,1631.869995,1631.869995,1631.869995,1631.869995
1991-08-08,1630.369995,1630.369995,1630.369995,1630.369995
1991-08-09,1633.469971,1633.469971,1633.469971,1633.469971
1991-08-12,1626.550049,1626.550049,1626.550049,1626.550049
1991-08-13,1650.430054,1650.430054,1650.430054,1650.430054
1991-08-14,1650.060059,1650.060059,1650.060059,1650.060059
1991-08-15,1654.109985,1654.109985,1654.109985,1654.109985
1991-08-16,1653.599976,1653.599976,1653.599976,1653.599976
1991-08-19,1501.819946,1501.819946,1501.819946,1501.819946
1991-08-20,1524.280029,1524.280029,1524.280029,1524.280029
1991-08-21,1603.650024,1603.650024,1603.650024,1603.650024
1991-08-22,1622.48999,1622.48999,1622.48999,1622.48999
1991-08-23,1636.680054,1636.680054,1636.680054,1636.680054
1991-08-26,1652.099976,1652.099976,1652.099976,1652.099976
1991-08-27,1645.810059,1645.810059,1645.810059,1645.810059
1991-08-28,1650.359985,1650.359985,1650.359985,1650.359985
1991-08-29,1651.550049,1651.550049,1651.550049,1651.550049
1991-08-30,1649.880005,1649.880005,1649.880005,1649.880005
1991-09-02,1653.52002,1653.52002,1653.52002,1653.52002
1991-09-03,1657.51001,1657.51001,1657.51001,1657.51001
1991-09-04,1649.550049,1649.550049,1649.550049,1649.550049
1991-09-05,1649.089966,1649.089966,1649.089966,1649.089966
1991-09-06,1646.410034,1646.410034,1646.410034,1646.410034
1991-09-09,1638.650024,1638.650024,1638.650024,1638.650024
1991-09-10,1625.800049,1625.800049,1625.800049,1625.800049
1991-09-11,1628.640015,1628.640015,1628.640015,1628.640015
1991-09-12,1632.219971,1632.219971,1632.219971,1632.219971
1991-09-13,1633.650024,1633.650024,1633.650024,1633.650024
1991-09-16,1631.170044,1631.170044,1631.170044,1631.170044
1991-09-17,1635.800049,1635.800049,1635.800049,1635.800049
1991-09-18,1621.27002,1621.27002,1621.27002,1621.27002
1991-09-19,1624.699951,1624.699951,1624.699951,1624.699951
1991-09-20,1616.130005,1616.130005,1616.130005,1616.130005
1991-09-23,1618.119995,1618.119995,1618.119995,1618.119995
1991-09-24,1627.800049,1627.800049,1627.800049,1627.800049
1991-09-25,1625.790039,1625.790039,1625.790039,1625.790039
1991-09-26,1614.800049,1614.800049,1614.800049,1614.800049
1991-09-27,1612.800049,1612.800049,1612.800049,1612.800049
