Date,Close
1996-01-31,654.8
1996-02-29,684.4
1996-03-31,745.0
1996-04-30,746.5
1996-05-31,779.3
1996-06-30,837.2
1996-07-31,842.8
1996-08-31,831.0
1996-09-30,848.1
1996-10-31,843.3
1996-11-30,835.0
1996-12-31,1017.1
1997-01-31,812.2
1997-02-28,821.2
1997-03-31,902.9
1997-04-30,901.1
1997-05-31,919.7
1997-06-30,993.2
1997-07-31,999.1
1997-08-31,982.3
1997-09-30,1026.2
1997-10-31,1006.1
1997-11-30,997.8
1997-12-31,1214.8
1998-01-31,988.0
1998-02-28,1000.0
1998-03-31,1059.0
1998-04-30,1040.0
1998-05-31,1047.0
1998-06-30,1122.0
1998-07-31,1110.0
1998-08-31,1052.0
1998-09-30,1112.0
1998-10-31,1123.0
1998-11-30,1164.0
1998-12-31,1482.0
1999-01-31,1167.0
1999-02-28,1199.0
1999-03-31,1385.0
1999-04-30,1423.0
1999-05-31,1472.0
1999-06-30,1626.0
1999-07-31,1618.0
1999-08-31,1608.0
1999-09-30,1684.0
1999-10-31,1716.0
1999-11-30,1789.0
1999-12-31,2283.0
2000-01-31,1830.0
2000-02-29,1839.0
2000-03-31,2018.0
2000-04-30,2039.0
2000-05-31,2101.0
2000-06-30,2294.0
2000-07-31,2302.0
2000-08-31,2289.0
2000-09-30,2367.0
2000-10-31,2425.0
2000-11-30,2508.0
2000-12-31,3025.0
2001-01-31,2733.0
2001-02-28,2655.0
2001-03-31,2964.0
2001-04-30,2923.0
2001-05-31,3054.0
2001-06-30,3284.0
2001-07-31,3364.0
2001-08-31,3376.0
2001-09-30,3405.0
2001-10-31,3515.0
2001-11-30,3578.0
2001-12-31,4541.0
2002-01-31,3760.0
2002-02-28,3725.0
2002-03-31,4031.0
2002-04-30,4110.0
2002-05-31,4187.0
2002-06-30,4460.0
2002-07-31,4597.0
2002-08-31,4511.0
2002-09-30,4521.0
2002-10-31,4646.0
2002-11-30,4694.0
2002-12-31,5738.0
2003-01-31,4696.0
2003-02-28,4701.0
2003-03-31,4986.0
2003-04-30,5100.0
2003-05-31,5221.0
2003-06-30,5550.0
2003-07-31,5615.0
2003-08-31,5491.0
2003-09-30,5556.0
2003-10-31,5864.0
2003-11-30,5990.0
2003-12-31,7344.0
2004-01-31,5932.0
2004-02-29,6141.0
2004-03-31,6428.0
2004-04-30,6448.0
2004-05-31,6524.0
2004-06-30,7003.0
2004-07-31,6982.0
2004-08-31,6873.0
2004-09-30,6918.0
2004-10-31,6908.0
2004-11-30,7046.0
2004-12-31,8799.0
2005-01-31,7346.0
2005-02-28,7465.0
2005-03-31,8093.0
2005-04-30,8002.0
2005-05-31,8089.0
2005-06-30,8637.0
2005-07-31,8651.0
2005-08-31,8616.0
2005-09-30,8829.0
2005-10-31,8701.0
2005-11-30,8931.0
2005-12-31,11319.0
2006-01-31,9016.0
2006-02-28,9255.0
2006-03-31,9914.0
2006-04-30,9833.0
2006-05-31,10257.0
2006-06-30,11106.0
2006-07-31,10883.0
2006-08-31,10853.0
2006-09-30,11127.0
2006-10-31,11046.0
2006-11-30,11303.0
2006-12-31,14263.0
2007-01-31,11430.0
2007-02-28,11757.0
2007-03-31,12448.0
2007-04-30,12494.0
2007-05-31,12787.0
2007-06-30,13712.0
2007-07-31,13546.0
2007-08-31,13270.0
2007-09-30,13677.0
2007-10-31,13986.0
2007-11-30,14656.0
2007-12-31,18591.0
2008-01-31,14771.0
2008-02-29,15354.0
2008-03-31,16172.0
2008-04-30,16538.0
2008-05-31,16643.0
2008-06-30,17715.0
2008-07-31,17758.0
2008-08-31,17244.0
2008-09-30,17739.0
2008-10-31,17643.0
2008-11-30,17598.0
2008-12-31,21681.0
2009-01-31,17119.0
2009-02-28,17098.0
2009-03-31,18129.0
2009-04-30,18009.0
2009-05-31,18007.0
2009-06-30,19247.0
2009-07-31,18872.0
2009-08-31,18335.0
2009-09-30,18838.0
2009-10-31,18798.0
2009-11-30,19215.0
2009-12-31,24004.0
2010-01-31,18938.0
2010-02-28,19017.0
2010-03-31,20589.0
2010-04-30,20358.0
2010-05-31,20279.0
2010-06-30,21795.0
2010-07-31,21325.0
2010-08-31,20753.0
2010-09-30,20999.0
2010-10-31,20970.0
2010-11-30,21486.0
2010-12-31,28027.0
2011-01-31,20669.0
2011-02-28,20680.0
2011-03-31,22673.0
2011-04-30,22519.0
2011-05-31,22779.0
2011-06-30,24137.0
2011-07-31,23598.0
2011-08-31,23051.0
2011-09-30,23468.0
2011-10-31,23602.0
2011-11-30,24296.0
2011-12-31,32809.0
2012-01-31,23746.0
2012-02-29,24036.0
2012-03-31,25487.0
2012-04-30,25800.0
2012-05-31,26385.0
2012-06-30,27494.0
2012-07-31,26684.0
2012-08-31,25718.0
2012-09-30,25996.0
2012-10-31,26803.0
2012-11-30,27448.0
2012-12-31,36450.0
2013-01-31,26840.0
2013-02-28,26620.0
2013-03-31,28693.0
2013-04-30,30026.0
2013-05-31,29723.0
2013-06-30,30986.0
2013-07-31,30229.0
2013-08-31,29226.0
2013-09-30,29346.0
2013-10-31,30069.0
2013-11-30,30290.0
2013-12-31,39648.0
2014-01-31,29535.0
2014-02-28,29255.0
2014-03-31,31486.0
2014-04-30,32947.0
2014-05-31,32272.0
2014-06-30,33726.0
2014-07-31,32515.0
2014-08-31,30763.0
2014-09-30,31929.0
2014-10-31,32439.0
2014-11-30,32546.0
2014-12-31,42136.0
2015-01-31,30929.0
2015-02-28,31325.0
2015-03-31,32642.0
2015-04-30,34377.0
2015-05-31,34380.0
2015-06-30,35395.0
2015-07-31,33901.0
2015-08-31,32176.0
2015-09-30,32911.0
2015-10-31,33357.0
2015-11-30,33347.0
2015-12-31,43408.0
2016-01-31,32660.0
2016-02-29,33873.0
2016-03-31,35501.0
2016-04-30,36497.0
2016-05-31,37270.0
2016-06-30,38447.0
2016-07-31,35888.0
2016-08-31,35405.0
2016-09-30,35843.0
2016-10-31,35749.0
2016-11-30,36195.0
2016-12-31,47554.0
2017-01-31,34422.0
