Date,Close,Open,High,Low,Vol.,Change %
2010-11-03,6617.8,6666.07,6682.91,6604.75,82.91M,-0.55%
2010-11-02,6654.31,6600.41,6668.93,6597.46,71.57M,0.75%
2010-11-01,6604.86,6637.09,6670.9,6586.01,75.39M,0.05%
2010-10-29,6601.37,6585.97,6630.98,6569.25,93.68M,0.09%
2010-10-28,6595.28,6600.28,6644.61,6576.02,104.32M,0.42%
2010-10-27,6568.0,6591.24,6629.13,6553.25,117.91M,-0.69%
2010-10-26,6613.8,6634.24,6645.7,6580.28,95.12M,-0.38%
2010-10-25,6639.21,6645.45,6668.54,6625.83,75.74M,0.51%
2010-10-22,6605.84,6594.9,6623.94,6586.4,67.47M,-0.08%
2010-10-21,6611.01,6514.99,6621.84,6504.66,95.69M,1.33%
2010-10-20,6524.55,6470.3,6527.85,6461.48,95.16M,0.52%
2010-10-19,6490.69,6508.36,6544.79,6472.18,101.37M,-0.40%
2010-10-18,6516.63,6465.83,6533.83,6462.59,91.06M,0.37%
2010-10-15,6492.3,6478.0,6512.78,6438.78,137.13M,0.57%
2010-10-14,6455.27,6446.32,6485.71,6445.32,110.05M,0.32%
2010-10-13,6434.52,6339.76,6456.27,6335.22,148.84M,2.06%
2010-10-12,6304.57,6257.03,6316.77,6228.39,99.63M,-0.08%
2010-10-11,6309.51,6308.43,6325.31,6289.36,79.12M,0.28%
2010-10-08,6291.67,6269.48,6295.09,6239.43,124.53M,0.25%
2010-10-07,6276.25,6278.61,6321.79,6233.14,97.56M,0.09%
2010-10-06,6270.73,6248.81,6289.56,6242.52,111.93M,0.88%
2010-10-05,6215.83,6132.12,6233.45,6115.87,106.59M,1.33%
2010-10-04,6134.21,6205.0,6210.25,6128.54,90.48M,-1.24%
2010-10-01,6211.34,6244.06,6293.09,6187.22,125.51M,-0.28%
2010-09-30,6229.02,6214.02,6339.36,6204.69,137.41M,-0.29%
2010-09-29,6246.92,6296.28,6326.34,6223.14,120.08M,-0.46%
2010-09-28,6276.09,6258.2,6311.92,6197.96,109.27M,-0.04%
2010-09-27,6278.89,6307.87,6324.09,6272.17,86.12M,-0.31%
2010-09-24,6298.3,6173.89,6310.28,6146.42,114.75M,1.84%
2010-09-23,6184.71,6252.31,6263.74,6129.44,117.86M,-0.38%
2010-09-22,6208.33,6286.33,6297.4,6192.43,133.91M,-1.08%
2010-09-21,6275.98,6281.07,6339.97,6275.98,130.95M,-0.30%
2010-09-20,6294.58,6231.28,6301.63,6219.85,96.81M,1.37%
2010-09-17,6209.76,6297.93,6321.2,6185.74,232.90M,-0.64%
2010-09-16,6249.65,6255.14,6281.1,6233.97,96.81M,-0.20%
2010-09-15,6261.87,6282.52,6288.2,6227.2,104.88M,-0.22%
2010-09-14,6275.41,6261.78,6287.78,6231.38,112.79M,0.22%
2010-09-13,6261.68,6258.51,6290.87,6231.52,93.97M,0.75%
2010-09-10,6214.77,6186.22,6224.65,6182.56,94.00M,-0.11%
2010-09-09,6221.52,6141.84,6233.07,6133.99,102.02M,0.93%
2010-09-08,6164.44,6099.33,6180.38,6062.65,108.64M,0.76%
2010-09-07,6117.89,6136.92,6138.93,6083.2,81.98M,-0.60%
2010-09-06,6155.04,6156.29,6164.93,6140.98,63.51M,0.33%
2010-09-03,6134.62,6091.66,6178.01,6088.26,94.99M,0.83%
2010-09-02,6083.85,6071.56,6104.09,6052.55,96.11M,-0.00%
2010-09-01,6083.9,5936.94,6087.94,5876.43,119.79M,2.68%
2010-08-31,5925.22,5846.03,5925.81,5833.51,102.99M,0.22%
2010-08-30,5912.41,5973.48,5978.19,5889.84,57.74M,-0.65%
2010-08-27,5951.17,5899.99,5957.32,5845.49,117.06M,0.65%
2010-08-26,5912.58,5937.27,5948.91,5896.52,90.85M,0.22%
2010-08-25,5899.5,5925.48,5954.96,5837.9,107.85M,-0.61%
2010-08-24,5935.44,5962.87,5975.83,5869.3,97.95M,-1.26%
2010-08-23,6010.91,6017.19,6055.23,5995.37,66.57M,0.10%
2010-08-20,6005.16,6079.91,6097.35,5999.63,107.09M,-1.15%
2010-08-19,6075.13,6216.33,6229.46,6070.83,105.08M,-1.80%
2010-08-18,6186.31,6183.12,6216.55,6155.51,77.00M,-0.32%
2010-08-17,6206.4,6125.32,6215.35,6123.79,87.90M,1.57%
2010-08-16,6110.57,6132.78,6156.57,6062.29,74.50M,0.00%
2010-08-13,6110.41,6163.11,6168.71,6068.82,98.26M,-0.40%
2010-08-12,6135.17,6141.9,6173.42,6097.72,113.10M,-0.31%
2010-08-11,6154.07,6234.6,6236.57,6143.58,107.36M,-2.10%
2010-08-10,6286.25,6315.87,6333.25,6247.62,83.82M,-1.03%
2010-08-09,6351.6,6326.62,6356.41,6318.12,70.33M,1.47%
2010-08-06,6259.63,6361.09,6386.97,6244.69,111.20M,-1.17%
2010-08-05,6333.58,6332.82,6382.56,6321.38,117.07M,0.04%
2010-08-04,6331.33,6287.65,6361.67,6264.28,99.51M,0.37%
2010-08-03,6307.91,6279.95,6310.32,6265.61,99.28M,0.25%
2010-08-02,6292.13,6187.64,6304.26,6182.68,104.82M,2.34%
2010-07-30,6147.97,6123.41,6184.54,6059.19,105.54M,0.22%
2010-07-29,6134.7,6202.78,6243.42,6124.45,111.25M,-0.72%
2010-07-28,6178.94,6238.71,6249.16,6147.57,102.64M,-0.46%
2010-07-27,6207.31,6211.1,6253.64,6189.96,134.57M,0.21%
2010-07-26,6194.21,6201.02,6201.14,6131.91,73.22M,0.45%
2010-07-23,6166.34,6125.26,6190.24,6112.5,85.49M,0.39%
2010-07-22,6142.15,5971.09,6148.13,5961.86,100.97M,2.53%
2010-07-21,5990.38,6011.72,6060.49,5976.92,79.69M,0.38%
2010-07-20,5967.49,6039.16,6052.51,5906.04,92.84M,-0.69%
2010-07-19,6009.11,6034.87,6083.12,5993.55,80.33M,-0.52%
2010-07-16,6040.27,6165.51,6205.44,6018.64,143.89M,-1.77%
2010-07-15,6149.36,6187.78,6248.07,6127.36,114.23M,-0.97%
2010-07-14,6209.76,6215.23,6226.54,6161.13,97.86M,0.30%
2010-07-13,6191.13,6078.34,6200.82,6076.14,117.52M,1.87%
2010-07-12,6077.19,6079.95,6119.7,6061.84,68.50M,0.20%
2010-07-09,6065.24,6070.47,6078.56,6039.31,82.69M,0.49%
2010-07-08,6035.66,6025.86,6057.52,6006.68,108.89M,0.71%
2010-07-07,5992.86,5896.18,5997.82,5848.66,117.66M,0.87%
2010-07-06,5940.98,5847.47,5995.64,5842.07,104.93M,2.15%
2010-07-05,5816.2,5853.75,5861.05,5809.37,58.96M,-0.31%
2010-07-02,5834.15,5885.22,5941.22,5833.12,103.99M,-0.40%
2010-07-01,5857.43,5885.61,5953.84,5827.25,133.03M,-1.81%
2010-06-30,5965.52,5972.26,6001.03,5938.2,110.27M,0.23%
2010-06-29,5952.03,6061.68,6068.82,5935.35,122.00M,-3.33%
2010-06-28,6157.22,6097.37,6168.99,6059.83,81.58M,1.43%
2010-06-25,6070.6,6116.23,6149.87,6039.56,101.55M,-0.73%
2010-06-24,6115.48,6232.38,6235.48,6097.01,113.90M,-1.44%
2010-06-23,6204.52,6219.2,6271.85,6178.84,96.95M,-1.03%
2010-06-22,6269.04,6254.86,6295.58,6216.39,86.80M,-0.38%
2010-06-21,6292.97,6320.41,6330.81,6263.41,92.62M,1.22%
2010-06-18,6216.98,6223.88,6256.55,6189.71,260.01M,-0.11%
2010-06-17,6223.54,6181.77,6241.36,6164.99,112.72M,0.53%
2010-06-16,6190.91,6203.01,6207.3,6143.18,120.77M,0.26%
2010-06-15,6175.05,6089.32,6194.25,6089.32,118.28M,0.82%
2010-06-14,6125.0,6113.46,6137.25,6093.38,96.62M,1.28%
2010-06-11,6047.83,6082.9,6084.7,5983.27,132.37M,-0.14%
2010-06-10,6056.59,5959.11,6089.43,5925.06,131.09M,1.20%
2010-06-09,5984.75,5895.94,5993.93,5832.97,115.04M,1.98%
2010-06-08,5868.55,5916.86,5922.95,5798.76,163.23M,-0.62%
2010-06-07,5904.95,5876.48,5954.47,5851.93,117.57M,-0.57%
2010-06-04,5938.88,6081.47,6114.58,5912.9,131.21M,-1.91%
2010-06-03,6054.63,6075.68,6101.83,6046.38,102.49M,1.23%
2010-06-02,5981.2,5923.48,5992.21,5869.35,99.32M,-0.00%
2010-06-01,5981.27,5943.94,6012.04,5833.61,127.46M,0.28%
2010-05-31,5964.33,5933.58,5993.94,5931.2,45.85M,0.31%
2010-05-28,5946.18,5962.84,5980.78,5927.31,104.02M,0.15%
2010-05-27,5937.14,5802.64,5952.21,5802.36,180.62M,3.11%
2010-05-26,5758.02,5735.46,5828.37,5721.02,172.25M,1.55%
2010-05-25,5670.04,5659.59,5690.25,5607.68,193.42M,-2.34%
2010-05-24,5805.68,5858.45,5872.07,5733.57,91.35M,-0.40%
2010-05-21,5829.25,5835.22,5872.65,5689.18,341.95M,-0.66%
2010-05-20,5867.88,6023.11,6043.84,5780.73,192.60M,-2.02%
2010-05-19,5988.67,6091.85,6124.81,5972.17,185.44M,-2.72%
2010-05-18,6155.93,6144.08,6181.26,6113.87,122.11M,1.47%
2010-05-17,6066.92,6029.91,6151.54,6026.32,144.99M,0.17%
2010-05-14,6056.71,6226.49,6233.71,6014.78,-,-3.12%
2010-05-13,6251.97,6240.67,6276.8,6196.89,-,1.11%
2010-05-12,6183.49,6026.06,6217.24,6006.31,-,2.41%
2010-05-11,6037.71,5922.03,6042.11,5918.14,-,0.33%
2010-05-10,6017.91,5814.41,6017.91,5805.98,-,5.30%
2010-05-07,5715.09,5790.67,5905.35,5655.18,-,-3.27%
2010-05-06,5908.26,5919.94,6009.48,5884.39,-,-0.84%
2010-05-05,5958.45,6021.06,6031.09,5929.35,-,-0.81%
2010-05-04,6006.86,6176.24,6197.0,5995.43,-,-2.60%
2010-05-03,6166.92,6122.76,6190.07,6089.93,-,0.51%
2010-04-30,6135.7,6155.57,6205.72,6085.62,-,-0.15%
2010-04-29,6144.91,6110.56,6159.41,6073.37,-,1.00%
2010-04-28,6084.34,6141.01,6159.02,6024.01,-,-1.22%
2010-04-27,6159.51,6332.4,6333.0,6159.51,-,-2.73%
2010-04-26,6332.1,6317.13,6341.52,6299.58,-,1.16%
2010-04-23,6259.53,6192.62,6287.54,6170.39,-,1.47%
2010-04-22,6168.72,6229.23,6286.36,6141.07,-,-0.99%
2010-04-21,6230.38,6280.54,6281.38,6229.18,-,-0.54%
2010-04-20,6264.23,6193.5,6267.54,6172.57,-,1.65%
2010-04-19,6162.44,6158.6,6190.86,6140.38,-,-0.30%
2010-04-16,6180.9,6264.65,6305.4,6162.84,-,-1.76%
2010-04-15,6291.45,6286.63,6310.76,6249.74,-,0.21%
2010-04-14,6278.4,6269.48,6305.15,6249.92,-,0.76%
2010-04-13,6230.83,6236.28,6251.46,6199.71,-,-0.32%
2010-04-12,6250.69,6283.81,6285.03,6223.78,-,0.02%
2010-04-09,6249.7,6226.26,6254.49,6216.6,-,1.26%
2010-04-08,6171.83,6199.94,6207.14,6138.02,-,-0.81%
2010-04-07,6222.41,6248.37,6256.4,6208.52,-,-0.48%
2010-04-06,6252.21,6250.01,6265.32,6214.18,-,0.27%
2010-04-05,6235.56,6235.56,6235.56,6235.56,-,0.00%
2010-04-01,6235.56,6189.38,6238.57,6186.59,-,1.33%
2010-03-31,6153.55,6139.4,6162.18,6108.23,-,0.18%
2010-03-30,6142.45,6187.64,6203.5,6135.51,-,-0.23%
2010-03-29,6156.85,6150.17,6172.85,6128.21,-,0.60%
2010-03-26,6120.05,6125.87,6135.95,6105.67,-,-0.21%
2010-03-25,6132.95,6043.84,6139.5,6038.05,-,1.56%
2010-03-24,6039.0,6038.0,6044.64,5964.76,-,0.36%
2010-03-23,6017.27,5987.09,6030.94,5981.35,-,0.50%
2010-03-22,5987.5,5960.85,5987.5,5910.85,-,0.08%
2010-03-19,5982.43,6031.73,6041.95,5956.65,-,-0.50%
2010-03-18,6012.31,6005.29,6039.39,5995.68,-,-0.20%
2010-03-17,6024.28,5999.31,6035.95,5991.21,-,0.89%
2010-03-16,5970.99,5935.19,5991.11,5930.34,-,1.14%
2010-03-15,5903.56,5933.63,5953.19,5898.22,-,-0.70%
2010-03-12,5945.11,5944.57,5989.88,5934.15,-,0.28%
2010-03-11,5928.63,5913.17,5954.55,5906.84,-,-0.14%
2010-03-10,5936.72,5882.76,5951.93,5874.75,-,0.86%
2010-03-09,5885.89,5872.57,5900.16,5838.17,-,0.17%
2010-03-08,5875.91,5891.74,5894.19,5865.44,-,-0.02%
2010-03-05,5877.36,5816.19,5880.25,5808.36,-,1.42%
2010-03-04,5795.32,5773.86,5823.11,5767.65,-,-0.39%
2010-03-03,5817.88,5759.22,5828.8,5750.3,-,0.72%
2010-03-02,5776.56,5728.28,5780.14,5709.74,-,1.10%
2010-03-01,5713.51,5652.85,5717.72,5641.18,-,2.06%
2010-02-26,5598.46,5588.99,5605.1,5530.19,-,1.20%
2010-02-25,5532.33,5562.7,5655.75,5518.27,-,-1.48%
2010-02-24,5615.51,5622.31,5639.71,5572.25,-,0.20%
2010-02-23,5604.07,5715.63,5732.14,5584.47,-,-1.48%
2010-02-22,5688.44,5741.0,5743.89,5683.61,-,-0.59%
2010-02-19,5722.05,5627.26,5729.58,5626.57,-,0.73%
2010-02-18,5680.41,5645.63,5691.6,5626.08,-,0.57%
2010-02-17,5648.34,5640.17,5682.36,5634.98,-,1.01%
2010-02-16,5592.12,5573.07,5592.12,5498.07,-,1.47%
2010-02-15,5511.1,5525.74,5547.14,5502.49,-,0.19%
2010-02-12,5500.39,5550.45,5565.43,5460.05,-,-0.06%
2010-02-11,5503.93,5562.83,5580.77,5454.07,-,-0.59%
2010-02-10,5536.37,5533.71,5592.27,5505.37,-,0.69%
2010-02-09,5498.26,5485.31,5537.97,5461.51,-,0.24%
2010-02-08,5484.85,5476.47,5505.06,5434.4,-,0.93%
2010-02-05,5434.34,5515.69,5527.0,5433.02,-,-1.79%
2010-02-04,5533.24,5671.17,5696.94,5522.57,-,-2.45%
2010-02-03,5672.09,5715.16,5733.71,5656.9,-,-0.66%
2010-02-02,5709.66,5664.25,5723.2,5624.61,-,0.98%
2010-02-01,5654.48,5587.5,5674.21,5567.72,-,0.81%
2010-01-29,5608.79,5566.03,5657.87,5556.19,-,1.24%
2010-01-28,5540.33,5687.1,5718.81,5540.33,-,-1.82%
2010-01-27,5643.2,5643.52,5673.73,5589.01,-,-0.45%
2010-01-26,5668.93,5593.94,5675.96,5574.46,-,0.67%
2010-01-25,5631.37,5662.85,5693.86,5624.58,-,-1.12%
2010-01-22,5695.32,5735.68,5740.87,5639.49,-,-0.90%
2010-01-21,5746.97,5878.24,5908.85,5742.45,-,-1.79%
2010-01-20,5851.53,5963.71,5972.77,5832.09,-,-2.09%
2010-01-19,5976.48,5905.33,5988.8,5849.67,-,0.98%
2010-01-18,5918.55,5897.63,5922.93,5877.65,-,0.72%
2010-01-15,5875.97,5996.56,6025.36,5866.84,-,-1.89%
2010-01-14,5988.88,5999.08,6009.91,5951.69,-,0.43%
2010-01-13,5963.14,5937.17,5974.44,5925.24,-,0.34%
2010-01-12,5943.0,6039.39,6055.56,5924.72,-,-1.61%
2010-01-11,6040.5,6057.93,6094.26,6031.14,-,0.05%
2010-01-08,6037.61,6028.62,6053.04,5972.24,-,0.30%
2010-01-07,6019.36,6016.8,6037.57,5961.25,-,-0.25%
2010-01-06,6034.33,6032.39,6047.57,5997.09,-,0.04%
2010-01-05,6031.86,6043.94,6058.02,6015.67,-,-0.27%
2010-01-04,6048.3,5975.52,6048.3,5974.43,-,1.53%
2009-12-30,5957.43,6002.29,6008.75,5949.45,-,-0.90%
2009-12-29,6011.55,6010.92,6026.69,6001.22,-,0.14%
2009-12-28,6002.92,5977.99,6011.28,5977.99,-,0.76%
2009-12-23,5957.44,5966.11,5988.28,5935.14,-,0.20%
2009-12-22,5945.69,5939.2,5981.98,5929.67,-,0.26%
2009-12-21,5930.53,5841.81,5936.27,5841.69,-,1.70%
2009-12-18,5831.21,5846.97,5900.62,5829.64,-,-0.23%
2009-12-17,5844.44,5884.16,5891.37,5833.9,-,-1.00%
2009-12-16,5903.43,5812.88,5903.43,5812.19,-,1.58%
2009-12-15,5811.34,5815.83,5828.24,5752.21,-,0.16%
2009-12-14,5802.26,5803.2,5827.25,5778.83,-,0.80%
2009-12-11,5756.29,5714.43,5793.07,5714.43,-,0.83%
2009-12-10,5709.02,5646.65,5741.8,5636.96,-,1.08%
2009-12-09,5647.84,5673.2,5712.19,5605.43,-,-0.72%
2009-12-08,5688.58,5764.3,5809.8,5659.4,-,-1.66%
2009-12-07,5784.75,5812.11,5812.69,5743.17,-,-0.57%
2009-12-04,5817.65,5752.86,5859.34,5724.27,-,0.82%
2009-12-03,5770.35,5805.14,5852.87,5754.98,-,-0.20%
2009-12-02,5781.68,5771.5,5813.23,5752.26,-,0.09%
2009-12-01,5776.61,5653.88,5776.61,5653.08,-,2.68%
2009-11-30,5625.95,5691.84,5718.34,5607.82,-,-1.05%
2009-11-27,5685.61,5580.52,5718.53,5519.48,-,1.27%
2009-11-26,5614.17,5785.09,5785.12,5596.98,-,-3.25%
2009-11-25,5803.02,5794.66,5825.69,5753.86,-,0.58%
2009-11-24,5769.31,5762.57,5814.18,5745.57,-,-0.55%
2009-11-23,5801.48,5689.38,5823.18,5689.38,-,2.44%
2009-11-20,5663.15,5724.93,5744.53,5638.33,-,-0.68%
2009-11-19,5702.18,5783.91,5791.83,5688.64,-,-1.48%
2009-11-18,5787.61,5793.39,5843.27,5770.66,-,0.16%
2009-11-17,5778.43,5788.46,5802.32,5760.53,-,-0.45%
2009-11-16,5804.82,5717.46,5812.84,5717.46,-,2.07%
2009-11-13,5686.83,5661.82,5700.51,5615.68,-,0.40%
2009-11-12,5663.96,5657.9,5726.38,5632.77,-,-0.08%
2009-11-11,5668.35,5633.09,5705.89,5633.09,-,0.98%
2009-11-10,5613.2,5627.16,5650.88,5602.55,-,-0.12%
2009-11-09,5619.72,5514.34,5626.15,5514.34,-,2.40%
2009-11-06,5488.25,5464.55,5526.86,5410.54,-,0.13%
2009-11-05,5480.92,5404.83,5512.0,5356.13,-,0.67%
2009-11-04,5444.23,5378.16,5471.0,5364.92,-,1.70%
2009-11-03,5353.35,5412.06,5412.06,5312.64,-,-1.43%
2009-11-02,5430.82,5410.61,5472.03,5376.63,-,0.29%
2009-10-30,5414.96,5593.15,5597.3,5394.8,-,-3.09%
2009-10-29,5587.45,5491.96,5590.22,5461.55,-,1.66%
2009-10-28,5496.27,5639.64,5646.01,5493.59,-,-2.46%
2009-10-27,5635.02,5652.87,5673.19,5597.63,-,-0.13%
2009-10-26,5642.16,5764.03,5799.42,5624.1,-,-1.71%
2009-10-23,5740.25,5787.98,5848.68,5731.69,-,-0.39%
2009-10-22,5762.93,5805.53,5805.92,5712.82,-,-1.21%
2009-10-21,5833.49,5827.09,5858.19,5736.85,-,0.37%
2009-10-20,5811.77,5856.13,5888.21,5801.44,-,-0.70%
2009-10-19,5852.56,5761.3,5857.13,5761.3,-,1.90%
2009-10-16,5743.39,5845.69,5885.78,5731.05,-,-1.50%
2009-10-15,5830.77,5853.45,5869.22,5805.9,-,-0.40%
2009-10-14,5854.14,5756.69,5859.63,5756.65,-,2.45%
2009-10-13,5714.31,5777.89,5786.92,5695.16,-,-1.19%
2009-10-12,5783.23,5727.31,5814.21,5727.31,-,1.25%
2009-10-09,5711.88,5701.49,5748.33,5673.69,-,-0.08%
2009-10-08,5716.54,5679.51,5727.87,5666.79,-,1.34%
2009-10-07,5640.75,5650.25,5690.92,5626.38,-,-0.30%
2009-10-06,5657.64,5518.69,5662.01,5518.69,-,2.70%
2009-10-05,5508.85,5477.81,5511.64,5440.23,-,0.75%
2009-10-02,5467.9,5532.65,5536.63,5442.32,-,-1.56%
2009-10-01,5554.55,5681.88,5726.97,5554.25,-,-2.13%
2009-09-30,5675.16,5728.48,5744.59,5619.48,-,-0.67%
2009-09-29,5713.52,5736.79,5756.26,5690.19,-,-0.40%
2009-09-28,5736.31,5595.36,5736.31,5554.53,-,2.78%
2009-09-25,5581.41,5615.79,5620.13,5559.47,-,-0.42%
2009-09-24,5605.21,5684.49,5741.54,5586.23,-,-1.70%
2009-09-23,5702.05,5705.88,5754.04,5672.08,-,-0.13%
2009-09-22,5709.38,5686.84,5752.7,5686.84,-,0.72%
2009-09-21,5668.65,5698.53,5698.53,5617.8,-,-0.62%
2009-09-18,5703.83,5711.34,5760.83,5701.04,-,-0.48%
2009-09-17,5731.14,5722.37,5748.24,5703.22,-,0.54%
2009-09-16,5700.26,5640.99,5713.49,5640.94,-,1.27%
2009-09-15,5628.98,5637.21,5649.66,5584.53,-,0.16%
2009-09-14,5620.24,5599.58,5623.74,5532.3,-,-0.07%
2009-09-11,5624.02,5601.65,5653.15,5601.65,-,0.52%
2009-09-10,5594.77,5596.45,5626.97,5547.37,-,0.37%
2009-09-09,5574.26,5463.93,5578.15,5450.4,-,1.69%
2009-09-08,5481.73,5474.69,5502.77,5455.38,-,0.33%
2009-09-07,5463.51,5400.76,5477.13,5400.76,-,1.47%
2009-09-04,5384.43,5328.59,5404.3,5320.28,-,1.57%
2009-09-03,5301.42,5332.5,5364.03,5278.5,-,-0.35%
2009-09-02,5319.84,5325.94,5337.84,5263.11,-,-0.14%
2009-09-01,5327.29,5479.35,5507.48,5327.29,-,-2.40%
2009-08-31,5458.04,5474.62,5495.56,5437.92,-,-1.07%
2009-08-28,5517.35,5512.17,5573.89,5502.46,-,0.86%
2009-08-27,5470.33,5512.9,5540.43,5432.06,-,-0.94%
2009-08-26,5521.97,5548.77,5572.47,5500.1,-,-0.63%
2009-08-25,5557.09,5482.99,5575.53,5472.63,-,0.68%
2009-08-24,5519.75,5482.6,5531.76,5481.36,-,1.04%
2009-08-21,5462.74,5296.01,5478.18,5286.23,-,2.86%
2009-08-20,5311.06,5261.66,5325.86,5261.66,-,1.51%
2009-08-19,5231.98,5210.47,5253.71,5158.6,-,-0.36%
2009-08-18,5250.74,5218.09,5250.74,5200.47,-,0.94%
2009-08-17,5201.61,5296.33,5296.33,5173.84,-,-2.02%
2009-08-14,5309.11,5402.99,5444.13,5289.78,-,-1.70%
2009-08-13,5401.11,5357.77,5455.27,5357.77,-,0.95%
2009-08-12,5350.09,5283.41,5367.63,5252.15,-,1.22%
2009-08-11,5285.81,5423.16,5455.18,5272.36,-,-2.44%
2009-08-10,5418.12,5451.79,5452.2,5390.7,-,-0.75%
2009-08-07,5458.96,5366.38,5480.93,5312.78,-,1.66%
2009-08-06,5369.98,5389.58,5422.02,5340.36,-,0.32%
2009-08-05,5353.01,5406.38,5451.77,5333.52,-,-1.18%
2009-08-04,5417.02,5418.83,5427.57,5360.44,-,-0.18%
2009-08-03,5426.85,5330.87,5463.32,5309.35,-,1.78%
2009-07-31,5332.14,5349.14,5383.02,5303.69,-,-0.53%
2009-07-30,5360.66,5293.55,5396.95,5251.5,-,1.71%
2009-07-29,5270.32,5168.89,5307.82,5159.25,-,1.85%
2009-07-28,5174.74,5261.9,5304.05,5174.09,-,-1.46%
2009-07-27,5251.55,5269.15,5309.62,5216.49,-,0.42%
2009-07-24,5229.36,5233.85,5301.91,5202.02,-,-0.34%
2009-07-23,5247.28,5129.22,5258.84,5101.26,-,2.45%
2009-07-22,5121.56,5098.84,5137.51,5050.4,-,0.54%
2009-07-21,5093.97,5041.19,5141.36,5027.3,-,1.27%
2009-07-20,5030.15,5014.5,5063.6,5007.95,-,1.04%
2009-07-17,4978.4,4980.01,5017.6,4960.65,-,0.43%
2009-07-16,4957.19,4920.77,4998.68,4904.24,-,0.58%
2009-07-15,4928.44,4799.25,4928.45,4798.69,-,3.07%
2009-07-14,4781.69,4734.2,4802.98,4705.91,-,1.26%
2009-07-13,4722.34,4564.94,4722.34,4524.01,-,3.19%
2009-07-10,4576.31,4613.12,4644.55,4570.05,-,-1.16%
2009-07-09,4630.07,4600.17,4669.92,4596.32,-,1.26%
2009-07-08,4572.65,4594.87,4630.62,4558.0,-,-0.56%
2009-07-07,4598.19,4663.37,4703.3,4590.69,-,-1.15%
2009-07-06,4651.82,4669.66,4686.9,4611.21,-,-1.20%
2009-07-03,4708.21,4738.0,4748.32,4685.27,-,-0.22%
2009-07-02,4718.49,4891.0,4891.0,4718.49,-,-3.81%
2009-07-01,4905.44,4820.61,4930.35,4818.91,-,2.01%
2009-06-30,4808.64,4897.46,4905.64,4790.17,-,-1.56%
2009-06-29,4885.09,4768.11,4901.36,4762.61,-,2.27%
2009-06-26,4776.47,4818.19,4866.8,4753.93,-,-0.50%
2009-06-25,4800.56,4838.04,4838.04,4720.24,-,-0.73%
2009-06-24,4836.01,4728.78,4840.35,4698.19,-,2.74%
2009-06-23,4707.15,4680.34,4752.86,4669.8,-,0.29%
2009-06-22,4693.4,4837.28,4846.09,4693.34,-,-3.02%
2009-06-19,4839.46,4844.82,4878.82,4816.12,-,0.04%
2009-06-18,4837.48,4810.35,4858.67,4768.94,-,0.78%
2009-06-17,4799.98,4883.06,4886.65,4761.2,-,-1.86%
2009-06-16,4890.72,4899.81,4933.79,4870.2,-,0.02%
2009-06-15,4889.94,5051.35,5051.35,4886.4,-,-3.54%
2009-06-12,5069.24,5098.01,5108.77,5044.33,-,-0.74%
2009-06-11,5107.26,5039.97,5120.87,5038.03,-,1.11%
2009-06-10,5051.18,5047.53,5133.4,5034.81,-,1.07%
2009-06-09,4997.86,5018.41,5064.36,4982.12,-,-0.14%
2009-06-08,5004.72,5060.72,5060.72,4969.96,-,-1.42%
2009-06-05,5077.03,5092.62,5165.27,5047.83,-,0.24%
2009-06-04,5064.8,5059.8,5121.0,5044.17,-,0.20%
2009-06-03,5054.53,5150.02,5158.33,5036.54,-,-1.74%
2009-06-02,5144.06,5116.38,5177.59,5096.0,-,0.03%
2009-06-01,5142.56,4992.1,5156.62,4991.21,-,4.08%
2009-05-29,4940.82,4964.91,5009.6,4927.67,-,0.16%
2009-05-28,4932.88,4958.65,4986.96,4884.92,-,-1.36%
2009-05-27,5000.77,5002.34,5035.51,4962.76,-,0.30%
2009-05-26,4985.6,4891.29,4994.05,4802.8,-,1.37%
2009-05-25,4918.45,4936.04,4942.14,4829.9,-,-0.01%
2009-05-22,4918.75,4904.67,4964.68,4868.56,-,0.37%
2009-05-21,4900.67,4997.49,4997.49,4874.97,-,-2.74%
2009-05-20,5038.94,4954.35,5060.76,4949.85,-,1.60%
2009-05-19,4959.62,4874.84,5005.45,4874.84,-,2.22%
2009-05-18,4851.96,4702.81,4858.65,4655.53,-,2.42%
2009-05-15,4737.5,4757.32,4776.64,4685.18,-,-0.02%
2009-05-14,4738.47,4727.68,4744.62,4653.25,-,0.23%
2009-05-13,4727.61,4864.67,4881.25,4714.18,-,-2.61%
2009-05-12,4854.11,4836.99,4926.69,4821.53,-,-0.26%
2009-05-11,4866.91,4907.29,4917.73,4832.37,-,-0.96%
2009-05-08,4913.9,4851.52,4965.88,4846.85,-,2.29%
2009-05-07,4804.1,4898.54,4980.3,4792.17,-,-1.57%
2009-05-06,4880.71,4848.94,4945.54,4827.88,-,0.57%
2009-05-05,4853.03,4897.4,4928.03,4843.6,-,-1.01%
2009-05-04,4902.45,4790.03,4908.88,4781.97,-,2.79%
2009-05-01,4769.45,4769.45,4769.45,4769.45,-,0.00%
2009-04-30,4769.45,4732.9,4837.22,4710.09,-,1.38%
2009-04-29,4704.56,4617.01,4722.11,4611.54,-,2.11%
2009-04-28,4607.42,4659.81,4661.2,4547.9,-,-1.85%
2009-04-27,4694.07,4625.41,4712.97,4571.54,-,0.42%
2009-04-24,4674.32,4545.25,4674.73,4542.89,-,3.00%
