Date,Open
06.08.2019,1276
05.08.2019,1287
02.08.2019,1325
01.08.2019,1350
31.07.2019,1358
30.07.2019,1355
29.07.2019,1350
26.07.2019,1343
25.07.2019,1333
24.07.2019,1350
23.07.2019,1341
22.07.2019,1349
19.07.2019,1359
18.07.2019,1354
17.07.2019,1357
16.07.2019,1384
15.07.2019,1392
12.07.2019,1397
11.07.2019,1408
10.07.2019,1392
09.07.2019,1395
08.07.2019,1393
05.07.2019,1410
04.07.2019,1404
03.07.2019,1398
02.07.2019,1402
01.07.2019,1383
28.06.2019,1387
27.06.2019,1386
26.06.2019,1380
25.06.2019,1389
24.06.2019,1381
21.06.2019,1390
20.06.2019,1362
19.06.2019,1359
18.06.2019,1338
17.06.2019,1339
14.06.2019,1345
13.06.2019,1342
11.06.2019,1321
10.06.2019,1327
07.06.2019,1323
06.06.2019,1301
05.06.2019,1308
04.06.2019,1314
03.06.2019,1280
31.05.2019,1283
30.05.2019,1282
29.05.2019,1269
28.05.2019,1287
27.05.2019,1280
24.05.2019,1273
23.05.2019,1288
22.05.2019,1281
21.05.2019,1257
20.05.2019,1255
17.05.2019,1255
16.05.2019,1243
15.05.2019,1246
14.05.2019,1208
13.05.2019,1215
10.05.2019,1228
08.05.2019,1234
07.05.2019,1245
06.05.2019,1243
03.05.2019,1239
02.05.2019,1247
30.04.2019,1255
29.04.2019,1247
26.04.2019,1247
25.04.2019,1262
24.04.2019,1279
23.04.2019,1276
22.04.2019,1262
19.04.2019,1262
18.04.2019,1266
17.04.2019,1259
16.04.2019,1248
15.04.2019,1255
12.04.2019,1243
11.04.2019,1262
10.04.2019,1248
09.04.2019,1244
08.04.2019,1225
05.04.2019,1219
04.04.2019,1222
03.04.2019,1220
02.04.2019,1219
01.04.2019,1199
29.03.2019,1209
28.03.2019,1208
27.03.2019,1228
26.03.2019,1228
25.03.2019,1212
22.03.2019,1237
21.03.2019,1235
20.03.2019,1220
19.03.2019,1216
18.03.2019,1204
15.03.2019,1182
14.03.2019,1189
13.03.2019,1184
12.03.2019,1179
11.03.2019,1176
07.03.2019,1189
06.03.2019,1182
05.03.2019,1184
04.03.2019,1184
01.03.2019,1188
28.02.2019,1191
27.02.2019,1196
26.02.2019,1196
25.02.2019,1200
22.02.2019,1186
21.02.2019,1194
20.02.2019,1179
19.02.2019,1174
18.02.2019,1182
15.02.2019,1165
14.02.2019,1169
13.02.2019,1212
